"Index","GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted"
2019-05-01,2952.330078,2954.129883,2923.360107,2923.72998,3645850000,2923.72998
2019-05-02,2922.159912,2931.679932,2900.5,2917.52002,3778890000,2917.52002
2019-05-03,2929.209961,2947.850098,2929.209961,2945.639893,3338120000,2945.639893
2019-05-06,2908.889893,2937.320068,2898.209961,2932.469971,3181520000,2932.469971
2019-05-07,2913.030029,2913.030029,2862.600098,2884.050049,3767100000,2884.050049
2019-05-08,2879.610107,2897.959961,2873.280029,2879.419922,3485790000,2879.419922
2019-05-09,2859.840088,2875.969971,2836.399902,2870.719971,3638820000,2870.719971
2019-05-10,2863.100098,2891.310059,2825.389893,2881.399902,3529600000,2881.399902
2019-05-13,2840.189941,2840.189941,2801.429932,2811.870117,3894030000,2811.870117
2019-05-14,2820.120117,2852.540039,2820.120117,2834.409912,3322720000,2834.409912
2019-05-15,2820.379883,2858.679932,2815.080078,2850.959961,3125950000,2850.959961
2019-05-16,2855.800049,2892.149902,2855.800049,2876.320068,3338060000,2876.320068
2019-05-17,2858.600098,2885.47998,2854.22998,2859.530029,3257950000,2859.530029
2019-05-20,2841.939941,2853.860107,2831.290039,2840.22998,3288870000,2840.22998
2019-05-21,2854.02002,2868.879883,2854.02002,2864.360107,3218700000,2864.360107
2019-05-22,2856.060059,2865.469971,2851.110107,2856.27002,3192510000,2856.27002
2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,3891980000,2822.23999
